tshirt,positive_pant,detailed,medium,low,empty,dif
3c367301d9c1c1fb3896b930d4145e2b,5a5280edf5738d96ffcf756691dd21d0,An image of black high-waisted distressed denim shorts featuring frayed hems and classic five-pocket styling,Generate an image of black high-waisted denim shorts,Generate an image of denim shorts, ,"A photo of a Denim Shorts, on white background, high quality."
7893f35855e547319195e1cdc0f5781f,b0fbf351acef9f6c2768bbf03da5b922,"An image of washed black high-waisted pleated tapered mom jeans in vintage denim, relaxed fit with classic five-pocket styling",Generate an image of washed black tapered mom jeans,Generate an image of mom jeans, ,"A photo of a Jeans, on white background, high quality."
e647d5812f8a7839d15d3a9a8697f4a3,13d1ffc8d2bb39971f8b6c1d8a88738b,An image of blue denim high-waisted wide-leg jeans with a raw hem,Generate an image of blue wide-leg high-waisted jeans,Generate an image of denim jeans, ,"A photo of a Jeans, on white background, high quality."
3b7236d1b10a6c5da5c805418e0fd362,81e51d2334ff6f338397cb24eb6f550a,"An image of white denim high-waisted skinny ankle jeans featuring stretch cotton fabric, form-hugging fit, ankle-length hem, classic five-pocket styling, belt loops, and a zip-fly closure",Generate an image of white high-waist skinny ankle jeans,Generate an image of skinny jeans, ,"A photo of a Jeans, on white background, high quality."
635880d148f2a6578116d86b32b88c75,5ed1a664e7bb4c62885dff4493269e7c,"An image of green velour athletic shorts with a relaxed fit, featuring a drawstring waistband, plush texture, and mid-thigh length",Generate an image of green relaxed-fit athletic shorts with a drawstring waist,Generate an image of athletic shorts, ,"A photo of a Athletic Shorts, on white background, high quality."
4471e7d7333c9d30d8d0b6d0a6d5bd32,168a05279cf523f6ec2bec3828a4c359,"An image of light-wash distressed denim cutoff shorts with a high-waisted fit, frayed raw hems, and rugged detailing",Generate an image of high-waisted light-wash cutoff shorts,Generate an image of cutoff shorts, ,"A photo of a Shorts, on white background, high quality."
4471e7d7333c9d30d8d0b6d0a6d5bd32,168a05279cf523f6ec2bec3828a4c359,"An image of light-wash distressed denim cutoff shorts with a high-waisted fit, frayed raw hems, and rugged detailing",Generate an image of high-waisted light-wash cutoff shorts,Generate an image of cutoff shorts, ,"A photo of a Denim Shorts, on white background, high quality."
dcce432dc55dfc8b8074012a6f8e34e6,0e94658e66228db992ad50414721414c,"An image of light-wash A-line denim shorts, high-waisted, made of sturdy cotton denim, relaxed fit, finished with raw frayed hems",Generate an image of light-wash high-waisted A-line denim shorts,Generate an image of denim shorts, ,"A photo of a Denim Shorts, on white background, high quality."
9da0663385263d719269f6dad19face9,e9e5f1311070457aa29ae7056a98dd08,"An image of  black denim skinny jeans in a stretchy cotton blend, figure-hugging fit, classic five-pocket styling, and frayed raw hems",Generate an image of black skinny jeans with raw hems,Generate an image of skinny jeans, ,"A photo of a Jeans, on white background, high quality."
51d56f7c77ba69c457f880dddf9422df,66b9597342afbb7c1b44e3bced77f4f8,"An image of washed black cotton-blend jogger pants with a relaxed tapered fit, featuring a drawstring waistband and a bold teal side stripe",Generate an image of washed black tapered jogger pants with a teal stripe,Generate an image of jogger pants, ,"A photo of a Jogger Pants, on white background, high quality."
8382b62950a8ed1b5c74e1380adb9e60,9c48291ebe484e4ac7abefa03bafc108,"An image of light grey cotton jogger pants with a tapered fit, elastic waistband, and snug ankle cuffs",Generate an image of light grey tapered jogger pants,Generate an image of jogger pants, ,"A photo of a Jogger Pants, on white background, high quality."
a60d2eaeafa0d37ed4080d08a16d2fb9,58fe738b7601ce6125ea608022a27445,"An image of dark wash denim short overalls in a regular fit, made of sturdy denim and accented with gold buttons","Generate an image of dark wash denim short overalls, regular fit",Generate an image of denim short overalls, ,"A photo of a Overalls, on white background, high quality."
ddd11e109bf2e0d8a2c23600d7366f28,5756afcad75b3ff14098e71ae469ead7,An image of  medium-wash cotton denim skinny ankle jeans with raw frayed hems,Generate an image of medium-wash skinny ankle jeans,Generate an image of skinny jeans, ,"A photo of a Jeans, on white background, high quality."
a94c5f10ba23f4c12f1f203d6f445f90,0ea74abe0e6257c06416edb1b7311036,An image of dark wash denim cropped kick flare jeans with a raw hem and side button detailing,Generate an image of cropped kick flare jeans in dark wash denim,Generate an image of kick flare jeans, ,"A photo of a Jeans, on white background, high quality."
9d27b7d7b708771d2cc7a5ecadde3e00,c511e3ba6bffa8bd90ca69ad0befbf8e,"Generate an image of light-wash cotton denim cargo jeans featuring a wide-leg fit, roomy side cargo pockets, and adjustable hem straps",Generate an image of wide-leg cargo jeans in light-wash denim,Generate an image of cargo jeans, ,"A photo of a Jeans, on white background, high quality."
2f3ff5415b6a039ee69624bee4e0c89f,dde8a87dc704f1431db90334b44e263b,"An image of black washed denim jogger jeans with a relaxed tapered fit, elastic waistband and cuffs, and contrasting side stripes",Generate an image of black tapered denim jogger jeans with side stripes,Generate an image of jogger jeans, ,"A photo of a Jeans, on white background, high quality."
75c6277f1f4e38e1243023c71d29995d,070dee25d80c77b53353c917842a5287,"An image of white cotton denim straight-leg jeans with a classic five-pocket design, button fly, and belt loops",Generate an image of white straight-leg denim jeans,Generate an image of denim jeans, ,"A photo of a Jeans, on white background, high quality."
ff39a792b29ec5e3dea418c551ee8cc4,e0f8c5df33b91d6d083acbf6648e30bf,An image of black linen samurai-style belted tapered pants with a wrap waistband and tie belt,Generate an image of black tapered samurai pants,Generate an image of samurai pants, ,"A photo of a Pants, on white background, high quality."
182e8e37966d3cf5f276ffae0c5afbb0,a7d1801f6bfc91d35af8f5f1188bb058,"An image of light wash denim shorts with a relaxed mid-rise fit, cuffed hems, and metallic stud embellishments along the pockets",Generate an image of light wash cuffed denim shorts with studded accents,Generate an image of denim shorts, ,"A photo of a Denim Shorts, on white background, high quality."
5a39ab23379022b1a020a1a2bd2cf914,dcb154bd02261f9e24de22c357c66c78,An image of olive green pleated cotton jogger pants featuring a tapered fit and elastic cuffs,Generate an image of olive green tapered jogger pants,Generate an image of jogger pants with elastic cuffs, ,"A photo of a Jogger Pants, on white background, high quality."
e90c01bf4d1a7874d6bcbfc4f925dbc9,04ceee048bd4a242edab54a76a5c0307,An image of a black oversized cotton t-shirt with a curved hem and red lotus embroidery,Generate an image of a black oversized curved-hem t-shirt,Generate an image of a t-shirt, ,"A photo of a T-Shirt, on white background, high quality."
e90c01bf4d1a7874d6bcbfc4f925dbc9,04ceee048bd4a242edab54a76a5c0307,An image of a black oversized cotton t-shirt with a curved hem and red lotus embroidery,Generate an image of a black oversized curved-hem t-shirt,Generate an image of a t-shirt, ,"A photo of a T-shirt, on white background, high quality."
37fe75834fc0099c3f09336940939228,8ced710a82d693dfa5b424eefe6303c6,"An image of  blue denim bib overalls in sturdy denim with a relaxed fit, featuring adjustable shoulder straps, a front bib pocket, metal hardware, and side button closures",Generate an image of blue denim bib overalls with a relaxed fit,Generate an image of denim overalls, ,"A photo of a Bib Overalls, on white background, high quality."
6d21aff754a7161d85a35ccc2c99a80e,41cbb6d56ac8f3b9159c6f1bd34f5e86,"An image of black techwear  cargo jogger pants crafted from water-resistant nylon with a tapered athletic fit, featuring multiple zipper pockets, articulated knees, and elastic cuffs",Generate an image of black tapered cargo jogger pants with zipper pockets,Generate an image of cargo jogger pants, ,"A photo of a Cargo Jogger Pants, on white background, high quality."
d277c56f41addcc8cfe17ddb4b202877,554f40f02ff41fc20546bcd769e2ab90,"An image of black denim toddler overalls with adjustable shoulder straps, metal side buttons, a front bib pocket, and a relaxed roomy fit",Generate an image of black denim toddler overalls in a relaxed fit,Generate an image of toddler overalls, ,"A photo of a Overalls, on white background, high quality."
719bfb8c81d150d787b659e17501ef1e,ed575054bf2e4cb7f6039c1588c116f9,"Generate an image of  slim-fit charcoal tactical hiking pants crafted from durable stretch nylon, featuring articulated knees, multiple zippered cargo pockets, and adjustable cuffs for outdoor performance",Generate an image of  slim-fit tactical hiking pants in charcoal,Generate an image of tactical hiking pants, ,"A photo of a Hiking Pants, on white background, high quality."
46abcc0521de39c79e414c45bd8f01a4,320283bd79214330fe1b3588120ece62,An image of  light-wash denim high-rise straight-leg jeans with classic five-pocket styling and a button fly closure,Generate an image of light-wash high-rise straight-leg jeans,Generate an image of straight-leg jeans, ,"A photo of a Jeans, on white background, high quality."
46ffe25d74d03970ad6e741e0973c924,6ed971a3f3326d00fe478bbddfefbb6f,An image of light-wash blue denim skinny distressed jeans with zigzag stitching and a frayed hem,Generate an image of light-wash skinny distressed jeans,Generate an image of skinny jeans, ,"A photo of a Jeans, on white background, high quality."
e6cfa837a612b3e2e43ad4e24b35787b,f4830adb842f859e5ea2587fa20f5a5a,"An image of beige high-waisted straight-leg denim jeans in sturdy cotton denim with classic five-pocket styling, belt loops, and a zip-fly closure",Generate an image of beige high-waisted straight-leg denim jeans,Generate an image of straight-leg jeans, ,"A photo of a Jeans, on white background, high quality."
bc65b6d0a55981c81ba80a18017747f9,5f59334a13257153ee64e20d29dbf54e,"An image of black denim shorts made from sturdy cotton denim, featuring a relaxed mid-rise fit, frayed hems, and a decorative patch detail",Generate an image of black frayed-hem denim shorts,Generate an image of denim shorts, ,"A photo of a Denim Shorts, on white background, high quality."
39101d83deb5a45087c2219f900ebee8,8fdce816d3120aff98ed6b6a73ecb664,An image of black corduroy skinny jeans with a high waist and ankle slits,Generate an image of black skinny corduroy jeans,Generate an image of skinny jeans, ,"A photo of a Jeans, on white background, high quality."
113b2c5d9263ee0f0ea9e82225a68da9,a32c11a48b073f5626b806b03999f5ed,"An image of black nylon cargo pants with a relaxed streetwear fit, oversized cargo pockets, and a neon green webbing belt",Generate an image of black relaxed-fit cargo pants with utility pockets,Generate an image of cargo pants, ,"A photo of a Cargo Pants, on white background, high quality."
cf10d347113c85d20d24d91fc0ff6bbb,c4632415ed14e389be702b469ba56bdb,An image of black stretch-denim high-waisted skinny jeans featuring classic five-pocket styling and a button fly,Generate an image of black high-waisted skinny jeans,Generate an image of skinny jeans, ,"A photo of a Jeans, on white background, high quality."
3a823038175134551dc214b25b65c294,e9253d44a38ad87c56f5b3db6f77784e,"An image of grey cotton cargo jogger pants with a relaxed tapered fit, elastic waistband, ribbed cuffs, and blue accent cargo pockets",Generate an image of grey tapered cargo jogger pants with blue pocket accents,Generate an image of cargo jogger pants, ,"A photo of a Cargo Jogger Pants, on white background, high quality."
1101c550603bd978fcaea29fa22d7231,6eb8b52a0b462efd6583d6b463adaadb,"An image of medium-blue cotton denim pants in a loose fit, cropped above the ankle, featuring a drawstring waistband and relaxed silhouette",Generate an image of loose-fit cropped denim pants,Generate an image of cropped denim pants, ,"A photo of a Jeans, on white background, high quality."
dbbd7f80b8310bb422fae6c18a9df9e2,e639b4d6e12827f9f5d2d222cd1e6eea,"An image of tan camo cargo jogger pants made from sturdy cotton twill, featuring a relaxed tapered fit, elastic drawstring waistband, ribbed cuffs, and flap cargo pockets",Generate an image of tan camo cargo jogger pants with a tapered jogger fit,Generate an image of cargo jogger pants, ,"A photo of a Cargo Jogger Pants, on white background, high quality."
0477d804df066ac098bd5f42ba58c3a7,fb102fa3912d5f268d891ff4e18c0791,"An image of black denim skinny jeans with a high-waisted fit, studded detailing, and an asymmetric waistband",Generate an image of black high-waisted skinny jeans,Generate an image of skinny jeans, ,"A photo of a Jeans, on white background, high quality."
174246cf3db9634110fae81c2edd4841,73e301ecac49ac38a28238585b696564,"An image of black high-waisted distressed skinny denim jeans with ripped detailing, stretch cotton fabric, classic five-pocket style, and a form-fitting silhouette",Generate an image of black high-waist distressed skinny jeans,Generate an image of skinny jeans, ,"A photo of a Jeans, on white background, high quality."
48e9b8948857d7347c5fc0c8de164ea5,b6845ed25460cc07107fee60cbb6b0f9,An image of light blue high-waisted cuffed denim shorts made from classic denim fabric,Generate an image of light blue high-waisted denim shorts,Generate an image of denim shorts, ,"A photo of a Denim Shorts, on white background, high quality."
4834edd084a3f199c3d3381314c9bdfd,d8e612de44ac0bb820b8f76320c1f578,Generate an image of light wash denim straight-leg jeans with a raw hem and front split details,Generate an image of straight-leg light wash jeans,Generate an image of straight-leg jeans, ,"A photo of a Jeans, on white background, high quality."
72ce192e70f43b6c027e3283016e5ac3,2d38a68aa21af9ec640d403b2b27891e,"An image of high-waisted wide-leg blue denim jeans with a classic five-pocket layout, belt loops, and a relaxed drape",Generate an image of high-waisted wide-leg denim jeans,Generate an image of wide-leg jeans, ,"A photo of a Jeans, on white background, high quality."
32da06ff42d09a5ed3f5a01a9a3f29e8,955bbeab8c27eaf3e0b6925c8b8cfde9,An image of blue denim ankle-length straight-leg  jeans featuring a raw frayed hem and classic five-pocket styling,Generate an image of blue straight-leg ankle jeans with raw hems,Generate an image of straight-leg jeans, ,"A photo of a Jeans, on white background, high quality."
a75f98313c120a0634af323a8b56bbf9,3c0cf3dc7778923a1afbf84d2b90241c,An image of charcoal distressed  denim skinny jeans with a tight fit and frayed hems,Generate an image of charcoal skinny jeans with a distressed finish,Generate an image of skinny jeans, ,"A photo of a Jeans, on white background, high quality."
4064223eafbe1e8700563a284236fe53,bc90c48fd9197b9c16f4955cf7a59cbc,"An image of light wash blue denim carpenter jeans with a relaxed fit, crafted from sturdy cotton denim and featuring utility pockets, a hammer loop, and reinforced stitching",Generate an image of light wash relaxed-fit carpenter jeans,Generate an image of carpenter jeans, ,"A photo of a Jeans, on white background, high quality."
24680cb2dd1dc9c27bbaa77a8a09e010,6f58d7826fa182c1b9eb569f99029747,Generate an image of blue denim bell bottom jeans  with a flared fit and frayed hems,Generate an image of blue bell bottom jeans with a flared fit,Generate an image of bell bottom jeans, ,"A photo of a Jeans, on white background, high quality."
44135d419ee307e85950134c97c32e75,10c942d43526dc9d56ebb4491c71b8c8,"An image of dark indigo high-waisted skinny denim jeans made from stretch cotton, featuring a form-fitting silhouette, classic five-pocket styling, belt loops, and a zip fly",Generate an image of dark blue high-waisted skinny jeans,Generate an image of skinny jeans, ,"A photo of a Jeans, on white background, high quality."
4e642d42a7256081be15cdc28bc226e9,e33ec112e21bc6f39b477e78b8cdd760,"An image of black cotton jogger sweatpants in a tapered fit, featuring an elastic waistband, ribbed cuffs, and bold red side stripes",Generate an image of black tapered jogger sweatpants,Generate an image of jogger sweatpants, ,"A photo of a Joggers, on white background, high quality."
063ee70fa8d1f6766f2a395a930cf3f6,b38ad1bb2d306f1517ca5297b64a7483,"An image of burgundy cotton twill slim-fit chino pants with belt loops, slanted front pockets, and a zip fly",Generate an image of slim-fit burgundy chino pants,Generate an image of chino pants, ,"A photo of a Chinos, on white background, high quality."
a850c1528f8fbf5763035e26b94062ea,3c0cf3dc7778923a1afbf84d2b90241c,An image of charcoal distressed  denim skinny jeans with a tight fit and frayed hems,Generate an image of charcoal skinny jeans with a distressed finish,Generate an image of skinny jeans, ,"A photo of a Jeans, on white background, high quality."
f2ca1c1e2c075f30c44fe0fbf2ac55b9,70083a90a9986011d234c44b066834a8,An image of light-wash denim jeans with a wide-leg fit and cuffed hems,Generate an image of wide-leg light-wash denim jeans,Generate an image of jeans, ,"A photo of a Jeans, on white background, high quality."
39bcf929976c5a26c9958bc68a1932a2,bbd8e9ad93aceca580b51d984f23e42a,An image of light wash high-waisted wide-leg denim jeans with a relaxed fit and raw frayed hem,Generate an image of light wash wide-leg high-waist jeans,Generate an image of wide-leg jeans, ,"A photo of a Jeans, on white background, high quality."
6c68797196ad69d8f28a8c2759e08e40,15db6dcf9e5628e1f534e1f714f0a86e,An image of black polyester-blend tapered jogger track pants with an elastic drawstring waistband and cuffed ankles,Generate an image of black tapered jogger track pants,Generate an image of jogger track pants, ,"A photo of a Track Pants, on white background, high quality."
4a36ba5dcd26a89320a4c31635acf3f3,caa66a166e8e7b5329fe555381c4a91b,"An image of  light-wash denim skinny jeans, featuring distressed abrasions and raw frayed hems",Generate an image of light-wash skinny jeans with distressed details,Generate an image of skinny jeans, ,"A photo of a Jeans, on white background, high quality."
398617e1fa5eea796d65bee1b6ab4770,1a1313d468c518b8fea4b4da5ec8c8ad,An image of  black denim skinny jeans featuring ripped distressing and a raw hem,Generate an image of black skinny jeans with ripped details,Generate an image of ripped skinny jeans, ,"A photo of a Jeans, on white background, high quality."
66eab49e8bd93bf1d23b4858b2d6360c,2172ae7d417230b59b23935f9dd795c0,"Generate an image of  dark blue high-waisted skinny jeans crafted from stretch denim, showcasing a snug form-fitting silhouette",Generate an image of dark blue skinny jeans,Generate an image of jeans, ,"A photo of a Jeans, on white background, high quality."
b835cd69323f2cb3901a5ab5376e3dcf,6f703f2b78104f61a9e3939637893115,"Generate an image of light-wash denim flared jeans featuring a front button panel, high-waisted fit, and classic five-pocket styling",Generate an image of light-wash flared denim jeans,Generate an image of flared jeans, ,"A photo of a Jeans, on white background, high quality."
7467b00f3ee230ed8fb628d5322bb9f0,6f16cee5672239abcd2782bd9f6ab308,"An image of  black slim-fit cotton chino pants with a tailored silhouette, made from smooth cotton twill, featuring belt loops, front slant pockets, back welt pockets, and a zip fly with button closure",Generate an image of slim-fit black chino pants,Generate an image of chino pants, ,"A photo of a Chinos, on white background, high quality."
7467b00f3ee230ed8fb628d5322bb9f0,6f16cee5672239abcd2782bd9f6ab308,"An image of  black slim-fit cotton chino pants with a tailored silhouette, made from smooth cotton twill, featuring belt loops, front slant pockets, back welt pockets, and a zip fly with button closure",Generate an image of slim-fit black chino pants,Generate an image of chino pants, ,"A photo of a Chino Pants, on white background, high quality."
3b23b0ed69361b4776f9023e28b1f777,8295749e53dcadf1289f247b80619e2e,"An image of black wool jogger pants with a tapered fit, drawstring waistband, and ribbed cuffs",Generate an image of black tapered jogger pants,Generate an image of jogger pants, ,"A photo of a Jogger Pants, on white background, high quality."
3b23b0ed69361b4776f9023e28b1f777,8295749e53dcadf1289f247b80619e2e,"An image of black wool jogger pants with a tapered fit, drawstring waistband, and ribbed cuffs",Generate an image of black tapered jogger pants,Generate an image of jogger pants, ,"A photo of a Joggers, on white background, high quality."
d3e1c923f11d52a4d8b0cc50836d152c,d5017001f670078835c3262d11fe937d,"An image of khaki cotton jogger pants with a loose fit, drawstring waistband, and elastic cuffs",Generate an image of loose-fit khaki jogger pants,Generate an image of jogger pants, ,"A photo of a Jogger Pants, on white background, high quality."
d3e1c923f11d52a4d8b0cc50836d152c,d5017001f670078835c3262d11fe937d,"An image of khaki cotton jogger pants with a loose fit, drawstring waistband, and elastic cuffs",Generate an image of loose-fit khaki jogger pants,Generate an image of jogger pants, ,"A photo of a Joggers, on white background, high quality."
70ddb125474312e599be981c877a69ab,9d8d16f5e53722f793451ce54d872999,"An image of black cotton layered streetwear sweat shorts with a relaxed fit, featuring a bold “UNARM NO WAR” print",Generate an image of black relaxed-fit layered sweat shorts with statement print,Generate an image of layered sweat shorts, ,"A photo of a Sweat Shorts, on white background, high quality."
c8c59ff29b34a20af8ba588c12924d59,90bb818bd5381d4baf87b1985ee0ac99,"Generate an image of black distressed denim jeans with a tapered slim fit, heavyweight cotton fabric, visible fraying and whiskering, and classic five-pocket styling",Generate an image of black tapered denim jeans with a slim fit,Generate an image of distressed jeans, ,"A photo of a Jeans, on white background, high quality."
8cf7999e83d6e97fd482c4997a2f8fd3,a897117032c181d3eeb121c95b1910e1,"Generate an image of black cotton jogger sweatpants in a tapered fit, featuring grey camouflage side stripes, an elastic waistband, and ribbed ankle cuffs",Generate an image of black tapered jogger sweatpants with grey camo side stripes,Generate an image of jogger sweatpants, ,"A photo of a Joggers, on white background, high quality."
8ce6d9755cb6508fb9a40d90a0b29a1f,86022088d9c32ac3616876d826950279,"An image of blue high-waisted skinny denim jeans  with a figure-hugging fit, five-pocket styling, and slight stretch",Generate an image of blue high-waisted skinny jeans,Generate an image of skinny jeans, ,"A photo of a Jeans, on white background, high quality."
3b90891302442905716f0ec236d23139,71dc76604c1b49ec2cc4c491d4bb936f,An image of light wash cotton denim jogger jeans with a baggy tapered fit and zip pockets,Generate an image of light wash baggy tapered denim jogger jeans,Generate an image of denim jogger jeans, ,"A photo of a Jeans, on white background, high quality."
6ddf1d82ed57df188602853f4d2e1c63,caafaf30efe4e86a8a4a87dd02a533ee,An image of light-wash denim ripped boyfriend jeans with a relaxed fit and cuffed hems,Generate an image of light-wash boyfriend jeans with a relaxed fit,Generate an image of boyfriend jeans, ,"A photo of a Jeans, on white background, high quality."
aa7dd0410674af7d2b79b073b6c81d86,371a288387e21bf7fd0854d13fe36a63,An image of black high-rise skinny denim jeans featuring raw ankle hems,Generate an image of black high-rise skinny jeans,Generate an image of skinny jeans, ,"A photo of a Jeans, on white background, high quality."
47c97fb869259c3405fadde1946deea7,67f850c7209a0d5a7b748d9e63af97e4,"An image of  black denim jeans featuring a wide-leg cropped fit, sturdy denim fabric, high waist, and classic five-pocket details",Generate an image of black wide-leg cropped denim jeans,Generate an image of cropped jeans, ,"A photo of a Jeans, on white background, high quality."
4d7324a857e0e388d41ba22745a7019d,5855bcee049599a899e6b0440c37fabb,"An image of black high-waisted flare jeans made from stretch denim, slim through the hips and thighs, flaring from the knees, finished with jagged raw-edge hems",Generate an image of high-waisted black flare jeans with a jagged hem,Generate an image of flare jeans, ,"A photo of a Jeans, on white background, high quality."
ceff0a0526d4755d0ebdee6648f435fe,e3848c8b2bfc364ad3305c9acfee4d9f,"An image of  high-waisted light-wash distressed denim shorts in soft cotton denim, relaxed fit with frayed hems and classic five-pocket styling",Generate an image of high-waisted light-wash denim shorts with a relaxed fit,Generate an image of denim shorts, ,"A photo of a Denim Shorts, on white background, high quality."
fadb50ea4f5e39492e70304a5ee72575,56fa9769b94cae5bd5b43282a1ad41ca,"An image of black polyester athletic gym shorts with a comfortable elastic waistband, lightweight breathable fabric, and a relaxed athletic fit",Generate an image of black relaxed-fit athletic gym shorts,Generate an image of gym shorts, ,"A photo of a Gym Shorts, on white background, high quality."
fadb50ea4f5e39492e70304a5ee72575,56fa9769b94cae5bd5b43282a1ad41ca,"An image of black polyester athletic gym shorts with a comfortable elastic waistband, lightweight breathable fabric, and a relaxed athletic fit",Generate an image of black relaxed-fit athletic gym shorts,Generate an image of gym shorts, ,"A photo of a Athletic Shorts, on white background, high quality."
b644ab06906515116f9eca99b08b84aa,4b3134ea18cb7777effb7a0b8880ed1f,"An image of white denim skinny jeans with chevron embellishments, slim fit, and classic five-pocket design",Generate an image of white skinny jeans with chevron detailing,Generate an image of skinny jeans, ,"A photo of a Jeans, on white background, high quality."
fa558c78fe4d764e1869dcde25175b0d,4ba7726e316ab7881569a1139a4c1665,"An image of black cotton cargo jogger pants with a drawstring waistband, relaxed fit, multiple cargo pockets, and elastic cuffed ankles",Generate an image of black relaxed-fit cargo jogger pants,Generate an image of cargo jogger pants, ,"A photo of a Cargo Jogger Pants, on white background, high quality."
fa558c78fe4d764e1869dcde25175b0d,4ba7726e316ab7881569a1139a4c1665,"An image of black cotton cargo jogger pants with a drawstring waistband, relaxed fit, multiple cargo pockets, and elastic cuffed ankles",Generate an image of black relaxed-fit cargo jogger pants,Generate an image of cargo jogger pants, ,"A photo of a Cargo Joggers, on white background, high quality."
2398ad8078644d8bc2f5a01dbfe5023d,0cdd8c462e04138e7bbe99c5bd27ec74,"An image of black cotton jogger sweatpants featuring white side stripes, an elastic waistband, tapered fit, and ribbed cuffs",Generate an image of black tapered jogger sweatpants with white side stripes,Generate an image of jogger sweatpants, ,"A photo of a Joggers, on white background, high quality."
43608101f6da01b8fe6d3cb274008eba,9d2bae37e035c2ef06676f377692af08,An image of black distressed denim cutoff shorts featuring a high-waisted fit and frayed edges,Generate an image of high-waisted black cutoff denim shorts,Generate an image of cutoff shorts, ,"A photo of a Denim Shorts, on white background, high quality."
cad18bf623a7b398503805b84eaa13da,d17ddea0125865e59fc1534611a4ab53,Generate an image of black corduroy skinny jeans with a leopard print and a raw hem,Generate an image of black skinny leopard print jeans,Generate an image of skinny jeans, ,"A photo of a Jeans, on white background, high quality."
995e9976431ddfca95a6fa1020eb5d2f,0ed007444e5ace2bec515c7bfd1cea1f,"An image of dark-wash denim straight-leg jeans featuring a mid-rise waist, relaxed fit, classic five-pocket design, and wide frayed cuffs",Generate an image of dark-wash straight-leg jeans with wide frayed cuffs,Generate an image of straight-leg jeans with frayed cuffs, ,"A photo of a Jeans, on white background, high quality."
0a07547dc2e8275e7f9e26ed26ec560a,954f252b00950b7555385710bc3540f2,"An image of black cotton cargo jogger pants with an elastic waistband, relaxed tapered fit streetwear style, featuring multiple cargo pockets",Generate an image of black relaxed cargo jogger pants with an elastic waist,Generate an image of cargo jogger pants, ,"A photo of a Cargo Jogger Pants, on white background, high quality."
5d2f7641f7df0bfb5fda9ad254d2305e,00de3b3b3924c09f3a026d73e936108e,"An image of black high-waisted denim cutoff shorts with a slim fit, frayed hem, and front zipper fly",Generate an image of black high-waisted denim cutoff shorts,Generate an image of cutoff shorts, ,"A photo of a Shorts, on white background, high quality."
b115f98cfe460338ed87ebd00c785fd3,c9251d1461430f819a92ada86e704d10,"An image of light-wash high-waisted distressed denim cutoff shorts made from cotton denim, featuring frayed raw hems, subtle whiskering, and classic five-pocket styling",Generate an image of high-waisted light-wash denim cutoff shorts with distressed details,Generate an image of denim cutoff shorts, ,"A photo of a Shorts, on white background, high quality."
be08972d901c8ec88f394871e31c3647,d20444f298fa7c2655a455f7de34cc77,"An image of black cotton cropped jogger pants with a drawstring waistband, relaxed fit, and ribbed cuffs",Generate an image of cropped black jogger pants,Generate an image of jogger pants, ,"A photo of a Joggers, on white background, high quality."
be08972d901c8ec88f394871e31c3647,d20444f298fa7c2655a455f7de34cc77,"An image of black cotton cropped jogger pants with a drawstring waistband, relaxed fit, and ribbed cuffs",Generate an image of cropped black jogger pants,Generate an image of jogger pants, ,"A photo of a Jogger Pants, on white background, high quality."
44c8f92d239a22e5dfd37c5b0bfefe4f,90ee41c894edbe6cbe5739647b02933e,"An image of  black skinny stretch denim jeans featuring classic five-pocket styling, belt loops, and a zip-fly closure",Generate an image of black skinny stretch denim jeans,Generate an image of skinny jeans, ,"A photo of a Jeans, on white background, high quality."
11848c1363e42c6dc863256a2cd86aa2,2a13864aad9e0c79d5bdf8c810731058,An image of black high-waisted denim cutoff shorts with a raw frayed hem,Generate an image of black high-waisted denim cutoff shorts,Generate an image of denim cutoff shorts, ,"A photo of a Shorts, on white background, high quality."
11848c1363e42c6dc863256a2cd86aa2,2a13864aad9e0c79d5bdf8c810731058,An image of black high-waisted denim cutoff shorts with a raw frayed hem,Generate an image of black high-waisted denim cutoff shorts,Generate an image of denim cutoff shorts, ,"A photo of a Denim Shorts, on white background, high quality."
a82e7000d00db64296b616010fbf0a62,602a3226820b01b204aa1f36326edb9b,"Generate an image of high-waisted wide-leg blue denim jeans with a raw hem, crafted from sturdy cotton denim and cut in a relaxed fit",Generate an image of blue high-waisted wide-leg jeans,Generate an image of wide-leg jeans, ,"A photo of a Jeans, on white background, high quality."
b945190d7f6b3940e8aa2af5eec7c625,8aa51cc6de7b98fcc7ee94cb7b3d6fe2,"An image of black slim-fit ankle-length trousers in stretch cotton-blend fabric, featuring a tapered silhouette, clean waistband, and minimal detailing",Generate an image of black slim-fit ankle-length trousers,Generate an image of slim trousers, ,"A photo of a Trousers, on white background, high quality."
eb23e6fe08744869ce3f1c388c6aea49,7f906cd3735f080e9c0cc4c3f250b588,"An image of  gray and white camouflage swim shorts made from quick-dry polyester, mid-thigh length with a relaxed fit, featuring an adjustable drawstring waistband and mesh lining",Generate an image of  camo swim shorts with a drawstring waist and relaxed fit,Generate an image of swim shorts, ,"A photo of a Swim Shorts, on white background, high quality."
2e5a22247c659a11191f61c11e11acf2,053a93191c1c27b1120167ff69f02383,An image of high-rise flare-leg blue denim jeans adorned with shimmering sequin side stripes,Generate an image of high-rise flare-leg denim jeans,Generate an image of flare-leg jeans, ,"A photo of a Jeans, on white background, high quality."
